name,citation,google_scholar,personal_page,twitter,linkedin,image,famous_work,honor,institution,position
Geoffrey Hinton,833235,JicYPdAAAAAJ,https://www.cs.toronto.edu/~hinton/,geoffreyhinton,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcT694rsiJ72yoxYaMdcpN_gVSQwwiz0xG9Vt4bxg8281pC6xeJHOkgwFhtfWvaiGGkco4ttwZnuh1bU8NXPpo14RQ,"Boltzmann machines, 1985",Nobel Prize; Turing Award,University of Toronto; https://fundit.fr/sites/default/files/styles/max_650x650/public/actors/2527-universite-toronto.png?itok=mPR77h6x,Emeritus Professor
Deva Ramanan,113601,9B8PoXUAAAAJ,https://www.cs.cmu.edu/~deva/,,,https://www.cs.cmu.edu/~deva/ims/headshot.jpg,COCO 2014,,Carnegie Mellon University; https://seeklogo.com/images/C/carnegie-mellon-university-logo-389DF9E4D6-seeklogo.com.png,Professor
Ronald R Yager,106755,uAsllJMAAAAJ,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Ronald_Yager.jpg/1200px-Ronald_Yager.jpg,On ordered weighted averaging aggregation operators in multicriteria decisionmaking 1988,,Iona College; https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/Iona_University_logo.svg/1200px-Iona_University_logo.svg.png,Professor
Allen Newell,106178,5WfqzjkAAAAJ,https://en.wikipedia.org/wiki/Allen_Newell,,,https://history.computer.org/pioneers/images/newell.jpg,Human problem solving: The state of the theory in 1970 1971,,Carnegie Mellon University; https://seeklogo.com/images/C/carnegie-mellon-university-logo-389DF9E4D6-seeklogo.com.png,Professor
Jeff Donahue,109877,UfbuDH8AAAAJ,https://jeffdonahue.com/,jeffdonahue,https://x.com/jeffdonahue,https://media.licdn.com/dms/image/v2/C4E03AQE5997Tn-loiQ/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1637358282264?e=2147483647&v=beta&t=0ztARD7gLUhX5U49TjNvg9tO68baMS7NaeGGX-k9zdM,R-CNN 2014,,DeepMind; https://upload.wikimedia.org/wikipedia/commons/1/12/DeepMind_logo.png,Research Scientist
C. Lawrence Zitnick,113246,ZeJjFQMAAAAJ,http://larryzitnick.org/,,https://www.linkedin.com/in/larry-zitnick-05489415a,https://www.ri.cmu.edu/app/uploads/2019/06/LarryMed2a%2011-21-16.jpg,COCO 2014,,FAIR; https://voicebot.ai/wp-content/uploads/2020/07/facebook-ai.png,Research Manager
Vijay Vasudevan,113910,yp4Gk3kAAAAJ,,spezzer,https://www.linkedin.com/in/vijay-vasudevan-a5062434,https://media.licdn.com/dms/image/v2/C5603AQFCW6iQv_nOmQ/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1530381007978?e=2147483647&v=beta&t=vMvJE3B5Mf1uer6aMKdBYqI1QxpzMJ0tMRNltZmjpII,Tensorflow 2016,,Google; https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Google_2015_logo.svg/1200px-Google_2015_logo.svg.png,Software Engineer
Liang-Chieh Chen,116328,ACjYGPUAAAAJ,http://liangchiehchen.com/,jay663344,https://www.linkedin.com/in/liang-chieh-chen-34462989,https://lh3.googleusercontent.com/proxy/6xDp6zp7dxg2lp9lfBeSZYg4ffT91tikp1PP4XLeBmt7Ad8L7EV5jHaRa71kP_36-gN4L1E3ZhV-l8s,MobileNetv2 2018,,TikTok; https://cdn-icons-png.freepik.com/512/3046/3046126.png,Research Scientist
Andrea Vedaldi,109205,bRT7t28AAAAJ,https://www.robots.ox.ac.uk/~vedaldi/,,https://uk.linkedin.com/in/andreavedaldi,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS5C-Sq_o2zQVnV5AH6UlnsvjcY4vdTAAodwg&s,Deep Inside Convolutional Networks 2014,,University of Oxford; https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/University_of_Oxford.svg/2560px-University_of_Oxford.svg.png,Professor
Ramalingam Chellappa,102489,L60tuywAAAAJ,https://aiem.jhu.edu/,,,https://www.nae.edu/File.aspx?id=290033&v=29ac0215,Face recognition: A literature survey 2003,,Johns Hopkins University; https://crystalpng.com/wp-content/uploads/2025/01/johns-hopkins-university-logo-in-circle.png,Professor 
Nick Jennings,99957,FX5CsuYAAAAJ,https://www.lboro.ac.uk/services/vco/,LboroVC,https://www.linkedin.com/in/nick-jennings-069050237/?originalSubdomain=uk,https://upload.wikimedia.org/wikipedia/commons/e/e8/Nick-jennings-lboro.jpg,Intelligent agents: Theory and practice 1995,,Loughborough University; https://enniskillenroyalgs.com/wp-content/uploads/2018/12/Loughborough-Univeristy-Lboro-Logo.png,Vice-Chancellor and President
Zoubin Ghahramani,105747,0uTu7fYAAAAJ,http://learning.eng.cam.ac.uk/zoubin/,zoubinghahrama1,https://www.linkedin.com/in/zoubin-ghahramani-322821145/?original_referer=https%3A%2F%2Fwww%2Egoogle%2Ecom%2F&originalSubdomain=uk,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Professor_Zoubin_Ghahramani_FRS.jpg/1200px-Professor_Zoubin_Ghahramani_FRS.jpg,Dropout as a bayesian approximation: Representing model uncertainty in deep learning 2016,,University of Cambridge; https://static.cdnlogo.com/logos/u/49/university-of-cambridge.png,Professor
Zhifeng Chen,111423,EemUE4gAAAAJ,,,,https://storage.googleapis.com/gweb-research2023-media/pubtools/356.png,Tensorflow 2016,,Google; https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Google_2015_logo.svg/1200px-Google_2015_logo.svg.png,Software Engineer
Henri Prade,98748,Hw_xpykAAAAJ,https://www.irit.fr/~Henri.Prade/,,,https://www.irit.fr/~Henri.Prade/Prade.gif,FUZZY SET SYST 1980,,CNRS; https://cdn.worldvectorlogo.com/logos/cnrs-1.svg,Research Advisor
Dieter Fox,103185,DqXsbPAAAAAJ,https://homes.cs.washington.edu/~fox/,,https://www.linkedin.com/in/dieter-fox-910aa24,https://research.nvidia.com/sites/default/files/person/fox-2017.jpg,Probabilistic robotics 2005,,University of Washington's eScience Institute; https://escience.washington.edu/wp-content/uploads/2022/07/escience-logo.png,Professor
Zhi-Hua Zhou,103524,rSVIHasAAAAJ,https://cs.nju.edu.cn/zhouzh/,,https://www.linkedin.com/in/zhi-hua-zhou-2a3b2a4/,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQRfsgfFs2_7neuMjmZ6LTQZgrAvTWo4nLBZQ&s,Top 10 algorithms in data mining 2008,,Nanjing University; https://www.nju.edu.cn/__local/4/81/91/933EF9C61ACF5971DA6199AB314_2BA4B2CC_E3AA.png,Professor
Ioannis Antonoglou,110732,3ka3LZAAAAAJ,,,https://www.linkedin.com/in/ioannis-alexandros-antonoglou-45393253,https://www.chessprogramming.org/images/f/fb/IoannisAntonoglou.jpg,DQN 2015,,DeepMind; https://upload.wikimedia.org/wikipedia/commons/1/12/DeepMind_logo.png,Software Engineer
Mubarak Shah,101181,p8gsO3gAAAAJ,,ucfmshah,https://www.linkedin.com/in/mubarak-shah-b6aa68213,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNeNkkE28Is5vK5fFgYJoHWRqPumHL9G8ajw&s,Object tracking: A survey 2006,,University of Central Florida; https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Seal_of_the_University_of_Central_Florida.svg/1200px-Seal_of_the_University_of_Central_Florida.svg.png,Trustee Chair Professor
Sherjil Ozair,107804,O7MZStwAAAAJ,https://sherjil.ozair.ai/,sherjilozair,https://www.linkedin.com/in/sherjilozair,https://media.licdn.com/dms/image/v2/C5603AQH6jABk-EOzYA/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1516793407529?e=2147483647&v=beta&t=HK_O8Lfu-GjYe6bIeLvEOc23XOPaLCsbwxVG61BR0m8,GANs 2014,,General Agents; https://generalagents.com/images/wordmark.svg,Founder and CEO
Jinde Cao,98042,8_ffELYAAAAJ,https://www.ae-info.org/ae/Member/Cao_Jinde,,https://www.linkedin.com/in/jinde-cao-16612989/,https://media.licdn.com/dms/image/v2/C5603AQFZa9XhJ4OO5A/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1608085257411?e=2147483647&v=beta&t=3ZiXwu6nq8_TqEyWC2W0ztvFStJTeG_Ut4EzLDkIl_c,A unified synchronization criterion for impulsive dynamical networks 2010,,Southeast University; https://upload.wikimedia.org/wikipedia/en/a/ab/Southeast_University_logo.png,Professor
Matti Pietik?inen,94108,bjEpXBoAAAAJ,https://en.wikipedia.org/wiki/Matti_Pietik%C3%A4inen_(academic),,https://fi.linkedin.com/in/matti-pietik%C3%A4inen-0076702b,https://images.deepai.org/author-profile/matti-pietikainen-thumb-2476.jpg,LBP 2002,,University of Oulu; https://s3-eu-west-1.amazonaws.com/assets.in-part.com/universities/544/MiI7UvAUQSWOczRTGvVU_UniversityofOuluSquare.png,Professor
John Hopfield,93053,SNhXppAAAAAJ,https://pni.princeton.edu/people/john-j-hopfield,hopfieldjohn,https://www.linkedin.com/posts/lexfridman_john-hopfield-physics-view-of-the-mind-and-activity-6639556548647542784-iRmi,https://www.nobelprize.org/images/165779-portrait-medium.jpg,Neural networks and physical systems with emergent collective computational abilities. 1982,,Princeton University; https://1000logos.net/wp-content/uploads/2022/07/University-of-Princeton-Logo.png,Professor
Andrew Senior,104102,17fLjgQAAAAJ,,,https://uk.linkedin.com/in/andrewsenior,https://raeng.org.uk/media/jrypwijt/dr-andrew-senior-freng.jpg,Highly accurate protein structure prediction with AlphaFold 2021,,DeepMind; https://upload.wikimedia.org/wikipedia/commons/1/12/DeepMind_logo.png,Researcher
Aditya Khosla,99011,75x4pdcAAAAJ,https://people.csail.mit.edu/khosla/,,https://www.linkedin.com/in/aditya-khosla-phd,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRDt8Hrv_6v1QHKyKtDrD5_Y9dBloK85aagMw&s,ILSVRC 2015,,Iterative Health; https://wavemakerpartners.com/wp-content/uploads/2024/10/porfolio-company-logo-iterative.webp,CTO
Roland Siegwart,97228,MDIyLnwAAAAJ,http://www.asl.ethz.ch/,rsiegwart,https://www.linkedin.com/in/roland-siegwart-85466912/,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRhq6FeOPgIWSSJOGLMfaohvx-bBTDgiB1guQ&s,Introduction to autonomous mobile robots 2011,,ETH Zurich; https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/ETH_Z%C3%BCrich_Logo_black.svg/2560px-ETH_Z%C3%BCrich_Logo_black.svg.png,Professor
Graesser,90097,SA-2DGsAAAAJ,,,,https://www.memphis.edu/psychology/people/faculty/images/art_graesser.jpg,Constructing inferences during narrative text comprehension 1994,,University of Memphis; https://upload.wikimedia.org/wikipedia/commons/9/95/The_University_of_Memphis_logo.png,Professor
Mike Schuster,97227,L9lS9_AAAAAJ,,,https://www.linkedin.com/in/mike-schuster-965a281,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-stbAahl7PFb_qUogJCHtRqs3ZUPexjUC7A&s,Tensorflow 2016,,Two Sigma; https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Two_Sigma_logo.svg/2560px-Two_Sigma_logo.svg.png,Head of the AI Core team
Michael J. Black,98411,6NjbexEAAAAJ,,PerceivingSys,,https://files.is.tue.mpg.de/black/images/20210928_MPIIS_Tuebingen_071_square.jpg,SMPL 2023,,Max Planck Institute for Intelligent Systems; https://wesayhi.tech/fileadmin/mediamanager/opportunities/Max_Planck_Institut/MPG_IS_Logo_RGB_green-ENG600_dpi.png,Founding Director
Larry Davis,97012,lc0ARagAAAAJ,,,https://www.linkedin.com/in/larry-davis-5020375/,https://faculty.eng.umd.edu/sites/faculty.eng.umd.edu/files/profile_images/lsdavis.jpg,W/sup 4: real-time surveillance of people and their activities 2002,,University of Maryland; https://upload.wikimedia.org/wikipedia/en/thumb/3/3e/University_of_Maryland_seal.svg/1200px-University_of_Maryland_seal.svg.png,Professor
John C. Platt,93722,rtWKzFwAAAAJ,,johnplattml,https://www.linkedin.com/in/john-platt-469a0143/,https://storage.googleapis.com/gweb-research2023-media/pubtools/3975.png,Quantum supremacy using a programmable superconducting processor 2019,,Google; https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Google_2015_logo.svg/1200px-Google_2015_logo.svg.png,Fellow
Alexey Dosovitskiy,112133,FXNJRDoAAAAJ,,,https://de.linkedin.com/in/alexey-dosovitskiy-3694a1a9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR0OPv2qlj7Ciq5M0caDoPktYZ_tgAkJXnocw&s,An image is worth 16x16 words: Transformers for image recognition at scale 2020,,Inceptive; https://cdn.healthtechalpha.com/static/resized/social_media_image/startup_data_images/113608.png,Researcher
Li Deng,93923,GQWTo4MAAAAJ,https://lidengsite.wordpress.com/,,https://www.linkedin.com/in/lideng?trk=public_post_feed-actor-image,https://images.squarespace-cdn.com/content/v1/59c00a262aeba5c28cb58a6c/1594835354807-HG5WF8WWOC1YWMZM8GYP/Li+Deng.jpg,Deep neural networks for acoustic modeling in speech recognition: The shared views of four research groups 2012,,Citadel; https://www.citadel.com/wp-content/uploads/2022/12/Citadel-Logo.png,Chief AI Officer
Phillip Isola,102739,ROILf3EAAAAJ,https://web.mit.edu/phillipi/,phillip_isola,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8z8A7hAhm-S-PdAIHkA0ZCobW8eG1OX_lpw&s,CycleGAN 2017,,MIT; https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/MIT_logo.svg/2560px-MIT_logo.svg.png,Associate Professor
Rajendra Acharya,97149,8FjY99sAAAAJ,,,https://au.linkedin.com/in/rajendra-acharya-phd-deng-dsc-3b2315273,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSg4sE1H-dTqzFcQJvBv4z9b9AlGg-6Q1z_8A&s,Heart rate variability: a review 2006,,University of Southern Queensland; https://marketplace-static-content-prod.s3.ap-southeast-2.amazonaws.com/public/provider/USQ/images/logo-1669004642527.png,Professor
Martin Riedmiller,96554,1gVfqpcAAAAJ,,martinriedmill1,https://www.linkedin.com/in/martin-riedmiller-636b3471/,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Martin_Riedmiller2021.JPG/220px-Martin_Riedmiller2021.JPG,DQN 2015,,DeepMind; https://upload.wikimedia.org/wikipedia/commons/1/12/DeepMind_logo.png,Research Scientist
Dzmitry Bahdanau,95367,Nq0dVMcAAAAJ,https://rizar.github.io/,DBahdanau,,https://media.licdn.com/dms/image/v2/C4E03AQHTSoQ3CCWA7g/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1643149752886?e=2147483647&v=beta&t=79BTo4OnXD4ADGaWd4SV-_a1khOOB1axFpw-rXNmycQ,Neural machine translation by jointly learning to align and translate 2014,,ServiceNow Research; https://gne.mef.net/wp-content/uploads/GNE-Sponsor-servicenow.png,Research Scientist
Matthew Botvinick,92667,eM916YMAAAAJ,,mattbotvinick,https://www.linkedin.com/in/matthew-botvinick-a132a13a,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRLPO7yBpu8QlEHxU4ZSA3ruAkwg5E0L98tdg&s,Conflict monitoring and cognitive control. 2001,,DeepMind; https://upload.wikimedia.org/wikipedia/commons/1/12/DeepMind_logo.png,Researcher
Jianfeng Gao,103957,CQ1cqKkAAAAJ,https://www.microsoft.com/en-us/research/people/jfgao/?from=https://research.microsoft.com/en-us/um/people/jfgao/&type=exact,JianfengGao0217,https://www.linkedin.com/in/jianfeng-gao-2558165,https://www.microsoft.com/en-us/research/wp-content/uploads/2020/09/20191101_170350330_iOS-4.jpg,DistMult 2014,,Microsoft Research; https://media.licdn.com/dms/image/v2/D4E22AQHlbUZFwqyyuA/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1712606729339?e=2147483647&v=beta&t=zhQGKfHwhLaTY7ZaSAYFdKr1CWozh8DVulDhESss34w,Scientist
Samy Bengio,91719,Vs-MdPcAAAAJ,https://bengio.abracadoudou.com/,,https://www.linkedin.com/in/bengio,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQFr2oDTOtAATgpotIGdcN7jTIgA17xIxO5A&s,NIC 2015,,Apple; https://cdn-icons-png.flaticon.com/512/0/747.png,Senior Director
Robert M. Haralick,86029,HMnF6i0AAAAJ,https://haralick.org/,,https://www.linkedin.com/in/robert-haralick-702a0b8,https://haralick.org/haralick3.jpg,Textural features for image classification 1973,,City University of New York; https://www.cuny.edu/wp-content/uploads/sites/4/media-assets/University_Name_Incorrect_Logo_Usage2.png,Professor
Guillermo Sapiro,86660,ISRNX3gAAAAJ,https://ece.princeton.edu/people/gsapiro,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3NK1y71uhqzcUC49piR_XvyEqsP7GBGAONQ&s,GAC 1997,,Princeton University; https://1000logos.net/wp-content/uploads/2022/07/University-of-Princeton-Logo.png,Professor
Vladlen Koltun,97874,kg4bCpgAAAAJ,https://vladlen.info/,,https://www.linkedin.com/in/vladlenkoltun,https://media.licdn.com/dms/image/v2/C5603AQFR6j-GfdaC7g/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1617381730496?e=2147483647&v=beta&t=GHYTP01DaBNKT8POB4PZNRooIh1I0wIRpxVo_ZDMmCA,Multi-Scale Context Aggregation by Dilated Convolutions 2016,,Apple; https://cdn-icons-png.flaticon.com/512/0/747.png,Scientist
Jean Pouget-Abadie,96622,6F3ZIeEAAAAJ,,,https://www.linkedin.com/in/jean-pouget-abadie,https://jean.pouget-abadie.com/Headshot.jpeg,GANs 2014,,Google; https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Google_2015_logo.svg/1200px-Google_2015_logo.svg.png,Research Scientist
Chen Change Loy,96801,559LF80AAAAJ,https://www.mmlab-ntu.com/person/ccloy/,ccloy,https://sg.linkedin.com/in/chen-change-loy-268b152b?trk=people-guest_people_search-card,https://media.licdn.com/dms/image/v2/C5103AQGN-8Cu6_t6Xw/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1533969968390?e=2147483647&v=beta&t=Ah1AqS8wojj1vGcU8Fei6dq5c8BuF5UyFcQoxLSS72s,SRCNN 2015,,Nanyang Technological University; https://download.logo.wine/logo/Nanyang_Technological_University/Nanyang_Technological_University-Logo.wine.png,Professor
Richard Zemel,93007,iBeDoRAAAAAJ,https://www.cs.toronto.edu/~zemel/inquiry/home.php,,https://ca.linkedin.com/in/richard-zemel-30181426,https://cave.cs.columbia.edu/img/people/rich.jpg,"Show, attend and tell: Neural image caption generation with visual attention 2015",,University of Toronto; https://fundit.fr/sites/default/files/styles/max_650x650/public/actors/2527-universite-toronto.png?itok=mPR77h6x,Professor
Pierre Sermanet,90330,0nPi5YYAAAAJ,https://sermanet.github.io/,psermanet,https://www.linkedin.com/in/sermanet/,https://media.licdn.com/dms/image/v2/D5603AQGNwUEA50Kxfw/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1665246315846?e=2147483647&v=beta&t=nHLCMlA66cbEe8VdRzCCQKkGBE2jO57cwGo95sKunpU,Going deeper with convolutions 2015,,Google; https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Google_2015_logo.svg/1200px-Google_2015_logo.svg.png,Research Scientist
Raquel Urtasun,89994,jyxO2akAAAAJ,https://www.cs.toronto.edu/~urtasun/,,https://ca.linkedin.com/in/raquel-urtasun-298400139,https://images.squarespace-cdn.com/content/v1/5c8e9a223560c34f9070706f/e11237f0-c1c4-4d51-af6a-004840dafec0/Raquel+Urtasun+Headshot+2x3.jpg,KITTI 2012,,University of Toronto; https://fundit.fr/sites/default/files/styles/max_650x650/public/actors/2527-universite-toronto.png?itok=mPR77h6x,Professor
Paul Viola,81794,G2-nFaIAAAAJ,,,http://www.linkedin.com/in/violapaul,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=G2-nFaIAAAAJ&citpid=2,Rapid object detection using a boosted cascade of simple features 2001,,Microsoft; https://cdn.pixabay.com/photo/2021/08/10/15/49/microsoft-6536289_960_720.png,Distinguished Engineer
Jun-Yan Zhu,93648,UdpacsMAAAAJ,https://www.cs.cmu.edu/~junyanz/,junyanz89,https://www.linkedin.com/in/jun-yan-zhu-99b18814,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW1pPJYZHa8anwAaNWouU3aO3opK6pu_okng&s,CycleGAN 2017,,Carnegie Mellon University; https://seeklogo.com/images/C/carnegie-mellon-university-logo-389DF9E4D6-seeklogo.com.png,Assistant Professor
Jiaya Jia,91092,XPAkzTEAAAAJ,https://jiaya.me/,,https://hk.linkedin.com/in/jiaya-jia-81944371?trk=people-guest_people_search-card,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRF6SaQuQStRO5vMBIWf-AwDqw_3gTngUhl3g&s,PSPNet 2017,,HKUST; https://upload.wikimedia.org/wikipedia/en/thumb/c/cd/UST.svg/1200px-UST.svg.png,Chair Professor
Christopher Olah,87846,6dskOSUAAAAJ,https://colah.github.io/,ch402,https://www.linkedin.com/in/christopher-olah-b574414a,https://pbs.twimg.com/profile_images/1422800200146378753/TdaSuRIB_400x400.jpg,TensorFlow 2015,,Anthropic; https://seeklogo.com/images/A/anthropic-icon-logo-630D0BB290-seeklogo.com.png,Co-Founder
Pascal Fua,82523,kzFmAkYAAAAJ,https://people.epfl.ch/pascal.fua/bio?lang=en,epfl_en,https://www.linkedin.com/today/author/pascal-fua-epfl,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSVLjjpQNcovFCsYD3jFM5lEGBAKi4iQ7mm-w&s,SLIC Superpixels Compared to State-of-the-art Superpixel Methods 2012,,EPFL; https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Logo_EPFL_2019.svg/1280px-Logo_EPFL_2019.svg.png,Professor
Hartwig Adam,91582,fWd88tEAAAAJ,https://research.google/people/author37870/?&type=google,GoogleAI,https://www.linkedin.com/showcase/googleresearch/,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQjA_FqsF-KSg0XoOkGupS9GUFQ7RhGfq0sA&s,MobileNets 2017,,DeepMind; https://upload.wikimedia.org/wikipedia/commons/1/12/DeepMind_logo.png,Sr. Director of Research
Xin Yao,81958,UUtYPl4AAAAJ,http://www.cs.bham.ac.uk/~xin,,,https://www.ln.edu.hk/oiaaa/upload/oiaaa/article/b_9e3ded88fbbdbbe3d098efa76e703e7f.jpg,Evolutionary programming made faster 1999,,University of Birmingham; https://storage-prtl-co.imgix.net/endor/organisations/165/logos/1711035611_uob_crest_logo_rgb_pos_stacked.png,Professor
Chris Pal,81333,1ScWJOoAAAAJ,https://sites.google.com/view/christopher-pal,chrisjpal,https://ca.linkedin.com/in/chris-pal-9b8622119,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSUerGQt5XD8SHJAhMB5qGsdN5HddilmXcSA&s,Data Mining: Practical machine learning tools and techniques 2016,,Polytechnique Montréal; https://safplusconsortium.com/wp-content/uploads/2020/11/Polytechnique_signature-RGB-gauche_ENG.png,Professor
Evan Shelhamer,84227,#NAME?,http://imaginarynumber.net/research/,,,https://avatars1.githubusercontent.com/u/9029761?v=3&s=460,FCN 2015,,UBC; https://ires.ubc.ca/files/2019/10/ubc-logo.png,Professor
Andrew Rabinovich,83926,yOcNQVgAAAAJ,,,https://www.linkedin.com/in/andrew-rabinovich-28556014,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQCVLParELaq1J7YqZNTXyKE11D6ToPrLXz3Q&s,GoogLeNet 2015,,Upwork; https://static-00.iconduck.com/assets.00/upwork-icon-2048x608-o3vqgs7j.png,"VPII, Head of AI"
Tinne Tuytelaars,80982,EuFF9kUAAAAJ,,,,https://www.vaia.be/files/Speakers-teachers/_480x525_crop_center-center_82_line/Tinne-Tuytelaars.jpg,SURF 2006,,KU Leuven; https://images.seeklogo.com/logo-png/34/2/ku-leuven-logo-png_seeklogo-347314.png,Professor
Shih-Fu Chang,77811,OMVTRscAAAAJ,https://www.ee.columbia.edu/~sfchang/,,https://www.linkedin.com/in/shih-fu-chang,https://www.engineering.columbia.edu/sites/default/files/2024-03/Faculty-Shih-Fu_Chang_Headshot-Thumbnail-775x775_0.jpg,"Image retrieval: Current techniques, promising directions, and open issues 1999",,Columbia University; https://visualidentity.columbia.edu/sites/default/files/styles/cu_crop/public/private/2023-logo-white-rgb.jpg?itok=CahTu6Eh,Professor
Lubomir Bourdev,85748,OXFjRnEAAAAJ,https://lubomir.org/,LBourdev,https://www.linkedin.com/profile/view?id=AAIAAAB7iqYBeFwOsxqsiJhQJCPwiU3hYExIO9o,"https://assets.prod.dp.digitellcdn.com/api/services/imgopt/fmt_webp,mw_400,mh_400/akamai-opus-nc-public.digitellcdn.com/cfma/speaker-icons/792f95853ffea7765a1980beb7ebbd988e1859aca2d95490d0cc4f343d9ca781_1024x1024.png.webp",COCO 2014,,"WaveOne; https://images.crunchbase.com/image/upload/c_pad,f_auto,q_auto:eco,dpr_1/qhwfpdbcswebue1zthpa",CEO
Zhengyou Zhang,78215,1I-DKy8AAAAJ,,,,https://www.microsoft.com/en-us/research/wp-content/uploads/2016/03/zhang2009.jpg,A flexible new technique for camera calibration 2002,,Tencent; https://www.tencent.net.cn/wp-content/uploads/2022/12/03_Tencent_English-logo.png,Director of the AI Laboratory and Robotics X
Yi Ma (马毅),75132,XqLiBQMAAAAJ,https://people.eecs.berkeley.edu/~yima/,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTsZJPkn98eFqAY-xKM56hK_OY1E-kduTq1RQ&s,Robust face recognition via sparse representation 2008,,HKU; https://download.logo.wine/logo/University_of_Hong_Kong/University_of_Hong_Kong-Logo.wine.png,Director of School of Computing & Data Science
Devi Parikh,91864,ijpYJQwAAAAJ,https://deviparikh.com/,deviparikh,https://www.linkedin.com/in/devi-parikh-71613a8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDyb_K5W2CXbhA7RfOYYYtC5DH6pKHTiGVQw&s,Grad-CAM; 2017,,Georgia Tech; https://brand.gatech.edu/sites/default/files/inline-images/GTVertical_RGB.png,Professor
HongJiang Zhang (张宏江）,76137,u6wmNbQAAAAJ,,,https://www.linkedin.com/in/hongjiang-zhang-06765a1/,https://d1hbpr09pwz0sk.cloudfront.net/profile_pic/hongjiang-zhang-zhang-hong-jiang-a737acb6,Face recognition using laplacianfaces 2005,,Sourcecode Capital; https://upload.wikimedia.org/wikipedia/en/b/bf/Source_Code_Capital.png,Venture Partner
Chunhua Shen,86029,Ljk2BvIAAAAJ,https://cshen.github.io/,,https://cn.linkedin.com/in/chunhua-shen-1b88711a6,https://www.adelaide.edu.au/aiml/sites/default/files/styles/ua_image/public/2018-08/Chunhua%20Shen-new.jpg?itok=za6MctOr,FCOS 2019,,Zhejiang University; https://upload.wikimedia.org/wikipedia/en/1/16/Zhejiang_University_Logo.svg,Chair Professor
James Hays,85286,vjZrDKQAAAAJ,https://faculty.cc.gatech.edu/~hays/,,,https://www.cc.gatech.edu/sites/default/files/styles/profile_150x180_/public/images/profiles/2024-09/james_hays.jpg?itok=0rSFZISq,COCO 2014,,Georgia Tech; https://brand.gatech.edu/sites/default/files/inline-images/GTVertical_RGB.png,Professor
